,code,Frequency_across_Pubmed,Title
1746,C0160523,0,"Open wound of internal structures of mouth, without mention of complication"
1747,C0159796,0,"Open fracture of phalanx or phalanges of hand, unspecified"
1748,C0155973,0,Acute gastric ulcer with hemorrhage and perforation
1749,C0496876,0,Other benign neoplasm of connective and other soft tissue
1750,C0375026,0,Unspecified viral and chlamydial infection in conditions classified elsewhere and of unspecified site
1751,C0178329,0,EFFECTS OF FOREIGN BODY ENTERING THROUGH ORIFICE
1752,C0149513,0,Acute tracheitis
1753,C0157690,0,Cellulitis and abscess of finger and toe
1754,C1812623,0,Inflammation of eyelids
1755,C0340442,0,Other diseases of pericardium
1756,C0302382,0,"Functional digestive disorders, not elsewhere classified"
1757,C0153404,0,"Malignant neoplasm of other and ill-defined sites within the lip, oral cavity, and pharynx"
1758,C0160555,0,Open wound of back
1759,C0156213,0,Other disorders of gallbladder
1760,C2349359,0,Benign carcinoid tumors of other and unspecified sites
1761,C0159073,0,Other nonspecific findings on examination of blood
1762,C0178257,0,DISEASES OF OTHER ENDOCRINE GLANDS
1763,C3812903,0,Rupture of uterus during labor
1764,C0029791,0,Other specified disorders resulting from impaired renal function
1765,C0159834,0,"Fracture of shaft or unspecified part of femur, open"
1766,C0496763,0,Malignant neoplasm of major salivary glands
1767,C1719697,0,PERSONS WITHOUT REPORTED DIAGNOSIS ENCOUNTERED DURING EXAMINATION AND INVESTIGATION OF INDIVIDUALS AND POPULATIONS
1768,C0344128,0,Poisoning by antirheumatics [antiphlogistics]
1769,C0157913,0,Rheumatoid arthritis and other inflammatory polyarthropathies
1770,C0159167,0,Closed fracture of vault of skull with other and unspecified intracranial hemorrhage
1771,C0178341,0,PERSONS WITH A CONDITION INFLUENCING THEIR HEALTH STATUS
1772,C1719468,0,"Hypertensive heart and chronic kidney disease, malignant"
1773,C2712917,0,Secondary neuroendocrine tumors
1774,C0160045,0,Sprains and strains of shoulder and upper arm
1775,C0160274,0,"Other and unspecified intracranial hemorrhage following injury, without mention of open intracranial wound"
1776,C0260777,0,Encounter for other and unspecified procedures and aftercare
1777,C0264706,0,"Acute myocardial infarction, true posterior wall infarction"
1778,C0158892,0,Disorders relating to short gestation and unspecified low birthweight
1779,C0155186,0,Other disorders of eyelid
1780,C0159678,0,"Fracture of upper end of humerus, closed"
1781,C0156878,0,"Abnormal glucose tolerance of mother, complicating pregnancy, childbirth, or the puerperium"
1782,C0155617,0,Malignant secondary hypertension
1783,C0153872,0,Other immunoproliferative neoplasms
1784,C0178247,0,"MALIGNANT NEOPLASM OF LIP, ORAL CAVITY, AND PHARYNX"
1785,C0155754,0,Embolism and thrombosis of other specified artery
1786,C1719323,0,Aplastic anemia and other bone marrow failure syndromes
1787,C0155719,0,Other and unspecified intracranial hemorrhage
1788,C0859814,0,Other alveolar and parietoalveolar pneumonopathy
1789,C0160356,0,Injury to colon or rectum without mention of open wound into cavity
1790,C0029508,0,Other and unspecified injury to trunk
1791,C0340270,0,"DISEASES OF VEINS AND LYMPHATICS, AND OTHER DISEASES OF CIRCULATORY SYSTEM"
1792,C0159158,0,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage"
1793,C0160818,0,"Superficial injury of face, neck, and scalp except eye"
1794,C0153448,0,Malignant neoplasm of liver and intrahepatic bile ducts
1795,C0153013,0,Other non-arthropod-borne viral diseases of central nervous system
1796,C0161288,0,Full-thickness skin loss due to burn [third degree NOS] of lower limb(s)
1797,C0160127,0,Cerebral laceration and contusion
1798,C0155725,0,Occlusion and stenosis of multiple and bilateral precerebral arteries
1799,C0156180,0,Other disorders of peritoneum
1800,C0156617,0,Placenta previa without hemorrhage
1801,C0158511,0,Other acquired deformity of head
1802,C0267291,0,Acute peptic ulcer of unspecified site with perforation
1803,C0435271,0,Closed fracture of base of skull without mention of intracranial injury
1804,C0740203,0,Attention to unspecified artificial opening
1805,C0494723,0,Chronic or unspecified gastric ulcer with hemorrhage and perforation
1806,C0006158,0,Breech presentation without mention of version
1807,C0156866,0,"Other cardiovascular diseases complicating pregnancy, childbirth, or the puerperium"
1808,C0340308,0,"Acute myocardial infarction, of inferolateral wall"
1809,C2349394,0,Secondary diabetes mellitus with other specified manifestations
1810,C0494657,0,Paralysis of vocal cords or larynx
1811,C0160182,0,Cerebellar or brain stem laceration without mention of open intracranial wound
1812,C2712736,0,Acute venous embolism and thrombosis of other specified veins
1813,C0160675,0,Traumatic amputation of leg(s) (complete) (partial)
1814,C0154106,0,Neoplasm of uncertain behavior of genitourinary organs
1815,C0153253,0,Candidiasis of other specified sites
1816,C0153585,0,Malignant neoplasm of other and unspecified female genital organs
1817,C0156924,0,Unspecified malposition or malpresentation of fetus
1818,C0158538,0,Other congenital anomalies of nervous system
1819,C0160689,0,Injury to unspecified blood vessel of thorax
1820,C0677586,0,"Bundle branch block, other and unspecified"
1821,C0155740,0,Other aneurysm
1822,C0154692,0,Other demyelinating diseases of central nervous system
1823,C0156271,0,Other disorders of bladder
1824,C0154758,0,Unspecified inflammatory and toxic neuropathy
1825,C0039104,0,"Synovitis and tenosynovitis, unspecified"
1826,C0156199,0,Calculus of gallbladder with acute cholecystitis
1827,C0158678,0,Other congenital anomalies of digestive system
1828,C0160611,0,"Open wound of elbow, forearm, and wrist, with tendon involvement"
1829,C0153372,0,Malignant neoplasm of other and unspecified parts of mouth
1830,C1955636,0,Other specified viral and chlamydial infections in conditions classified elsewhere and of unspecified site
1831,C0160392,0,Injury to liver without mention of open wound into cavity
1832,C0160602,0,"Open wound of elbow, forearm, and wrist"
1833,C1306605,0,Malignant neoplasm of gallbladder and extrahepatic bile ducts
1834,C0156042,0,Acute gastrojejunal ulcer with hemorrhage
1835,C0155726,0,Occlusion and stenosis of other specified precerebral artery
1836,C0478071,0,"Other congenital anomalies of lower limb, including pelvic girdle"
1837,C0006741,0,Calculus of gallbladder without mention of cholecystitis
1838,C0160450,0,Injury to other intra-abdominal organs with open wound into cavity
1839,C0161538,0,"Poisoning by analgesics, antipyretics, and antirheumatics"
1840,C0155596,0,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified"
1841,C0868855,0,"Other and unspecified complications of the puerperium, not elsewhere classified"
1842,C0156342,0,"Inflammatory disease of cervix, vagina, and vulva"
1843,C0157307,0,Unspecified umbilical cord complication during labor and delivery
1844,C0155799,0,Unspecified noninfectious disorder of lymphatic channels
1845,C0869272,0,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED"
1846,C0347243,0,Benign neoplasm of respiratory and intrathoracic organs
1847,C0375374,0,Calculus of gallbladder and bile duct without cholecystitis
1848,C0158240,0,Spondylosis and allied disorders
1849,C2712859,0,Acute venous embolism and thrombosis of deep vessels of lower extremity
1850,C0157727,0,Other hypertrophic and atrophic conditions of skin
1851,C1456304,0,"Bipolar I disorder, most recent episode (or current) manic"
1852,C0029784,0,Other specified disorders of nervous system
1853,C0159240,0,Closed fracture of base of skull with cerebral laceration and contusion
1854,C0029876,0,"Other, multiple, and ill-defined dislocations"
1855,C1719462,0,"Hypertensive chronic kidney disease, malignant"
1856,C0154668,0,Other cerebral degeneration
1857,C0158275,0,Other and unspecified disc disorder
1858,C0158606,0,Bulbus cordis anomalies and anomalies of cardiac septal closure
1859,C0160273,0,Other and unspecified intracranial hemorrhage following injury
1860,C0158245,0,Thoracic or lumbar spondylosis with myelopathy
1861,C0340304,0,"Acute myocardial infarction, of inferoposterior wall"
1862,C0156182,0,Other disorders of intestine
1863,C1135209,0,Other arterial dissection
1864,C0161599,0,Poisoning by agents primarily affecting the cardiovascular system
1865,C0178250,0,"MALIGNANT NEOPLASM OF BONE, CONNECTIVE TISSUE, SKIN, AND BREAST"
1866,C0160459,0,Open wound of ocular adnexa
1867,C0079102,0,Cerebral thrombosis
1868,C1456303,0,Transient mental disorders due to conditions classified elsewhere
1869,C0273471,0,Injury to axillary blood vessels
1870,C0178295,0,COMPLICATIONS MAINLY RELATED TO PREGNANCY
1871,C0155203,0,Other disorders affecting eyelid function
1872,C0155732,0,Unspecified late effects of cerebrovascular disease
1873,C0009568,0,Complications of transplanted organ
1874,C0159807,0,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum"
1875,C0160590,0,"Open wound of shoulder and upper arm, complicated"
1876,C0178303,0,ARTHROPATHIES AND RELATED DISORDERS
1877,C0178331,0,CERTAIN TRAUMATIC COMPLICATIONS AND UNSPECIFIED INJURIES
1878,C0160283,0,Other and unspecified intracranial hemorrhage following injury with open intracranial wound
1879,C0178251,0,MALIGNANT NEOPLASM OF GENITOURINARY ORGANS
1880,C1719528,0,Other stomatitis and mucositis (ulcerative)
1881,C0158732,0,Other congenital anomalies of limbs
1882,C0159212,0,Open fracture of vault of skull with other and unspecified intracranial hemorrhage
1883,C0161629,0,Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system
1884,C0156407,0,Menopausal and postmenopausal disorders
1885,C0159258,0,Closed fracture of base of skull with other and unspecified intracranial hemorrhage
1886,C0476310,0,"Abdominal or pelvic swelling, mass, or lump"
1887,C0160399,0,Injury to liver with open wound into cavity
1888,C0155979,0,Chronic or unspecified gastric ulcer with hemorrhage
1889,C0160292,0,Intracranial injury of other and unspecified nature
1890,C0160986,0,Crushing injury of hip and thigh
1891,C0375213,0,Other specified hemiplegia
1892,C0161518,0,Poisoning by primarily systemic agents
1893,C0160650,0,Open wound of foot except toe(s) alone
1894,C0156209,0,Calculus of bile duct with other cholecystitis
1895,C0154223,0,Other endocrine disorders
1896,C0558995,0,Other and unspecified syphilis
1897,C0160633,0,Traumatic amputation of arm and hand (complete) (partial)
1898,C0155683,0,Acute and subacute endocarditis
1899,C0154725,0,Other and unspecified disorders of the nervous system
1900,C0041827,0,Disorders of menstruation and other abnormal bleeding from female genital tract
1901,C0154288,0,Other deficiency anemias
1902,C0155695,0,Other diseases of endocardium
1903,C0156186,0,Colostomy and enterostomy complications
1904,C0155901,0,Respiratory conditions due to other and unspecified external agents
1905,C0155168,0,Conjunctival vascular disorders and cysts
1906,C0154057,0,Carcinoma in situ of digestive organs
1907,C0859704,0,Open fracture of cervical vertebra with spinal cord injury
1908,C0159294,0,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage"
1909,C1561827,0,"Overweight, obesity and other hyperalimentation"
1910,C0159139,0,Fracture of vault of skull
1911,C0160475,0,"Open wound of ear, part unspecified, without mention of complication"
1912,C0038380,0,Strabismus and other disorders of binocular eye movements
1913,C0178343,0,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES
1914,C0029782,0,Other specified disorders of male genital organs
1915,C0159019,0,Other and ill-defined conditions originating in the perinatal period
1916,C0021878,0,Intracranial injury of other and unspecified nature without mention of open intracranial wound
1917,C0160728,0,"Injury to iliac vessel(s), unspecified"
1918,C0161593,0,Poisoning by drugs primarily affecting the autonomic nervous system
1919,C0494736,0,"Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation"
1920,C0375893,0,Observation and evaluation for suspected conditions not found
1921,C0154330,0,Drug-induced mental disorders
1922,C0158279,0,Other disorders of cervical region
1923,C0160658,0,Multiple and unspecified open wound of lower limb
1924,C0546949,0,"Complications of medical care, not elsewhere classified"
1925,C0160941,0,"Contusion of wrist and hand(s), except finger(s) alone"
1926,C0156054,0,Chronic or unspecified gastrojejunal ulcer with hemorrhage
1927,C0157540,0,Obstetrical pulmonary embolism
1928,C0157571,0,Cerebrovascular disorders in the puerperium
1929,C0156264,0,"Calculus of lower urinary tract, unspecified"
1930,C0159440,0,Multiple fractures involving skull or face with other bones
1931,C0154095,0,Neoplasm of uncertain behavior of digestive and respiratory systems
1932,C0159468,0,"Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage"
1933,C0260338,0,"Eclampsia complicating pregnancy, childbirth or the puerperium"
1934,C0302370,0,"Special symptoms or syndromes, not elsewhere classified"
