cui_code,icd_code1,category,icd_code2,title
C0154906,363.8,ICD9CM,3638,Other disorders of choroid
C0154906,363.8,ICD9CM,3638,Disorders of choroid NEC
C0154907,364,ICD9CM,364,Disorders of iris and ciliary body
C0154907,364.9,ICD9CM,3649,Unspecified disorder of iris and ciliary body
C0154907,364.9,ICD9CM,3649,Iris/ciliary dis NOS
C0154908,364.00,ICD9CM,36400,"Acute and subacute iridocyclitis, unspecified"
C0154908,364.0,ICD9CM,3640,Acute and subacute iridocyclitis
C0154908,364.00,ICD9CM,36400,Acute iridocyclitis NOS
C0154909,364.01,ICD9CM,36401,Primary iridocyclitis
C0154909,364.01,ICD9CM,36401,Primary iridocyclitis
C0154910,364.02,ICD9CM,36402,Recurrent iridocyclitis
C0154910,364.02,ICD9CM,36402,Recurrent iridocyclitis
C0154911,364.03,ICD9CM,36403,"Secondary iridocyclitis, infectious"
C0154911,364.03,ICD9CM,36403,"Secondry iritis, infect"
C0154915,364.4,ICD9CM,3644,Vascular disorders of iris and ciliary body
C0154916,364.42,ICD9CM,36442,Rubeosis iridis
C0154916,364.42,ICD9CM,36442,Rubeosis iridis
C0154917,364.5,ICD9CM,3645,Degenerations of iris and ciliary body
C0154919,364.52,ICD9CM,36452,Iridoschisis
C0154919,364.52,ICD9CM,36452,Iridoschisis
C0154921,364.54,ICD9CM,36454,Degeneration of pupillary margin
C0154921,364.54,ICD9CM,36454,Pupillary margin degen
C0154922,364.55,ICD9CM,36455,Miotic cysts of pupillary margin
C0154922,364.55,ICD9CM,36455,Miotic cyst pupil margin
C0154923,364.56,ICD9CM,36456,Degenerative changes of chamber angle
C0154923,364.56,ICD9CM,36456,Degen chamber angle
C0154924,364.57,ICD9CM,36457,Degenerative changes of ciliary body
C0154924,364.57,ICD9CM,36457,Degen ciliary body
C0154925,364.59,ICD9CM,36459,Other iris atrophy
C0154925,364.59,ICD9CM,36459,Iris atrophy NEC
C0154926,364.6,ICD9CM,3646,"Cysts of iris, ciliary body, and anterior chamber"
C0154927,364.60,ICD9CM,36460,"Idiopathic cysts of iris, ciliary body, and anterior chamber"
C0154927,364.60,ICD9CM,36460,Idiopathic cysts
C0154929,364.62,ICD9CM,36462,Exudative cysts of iris or anterior chamber
C0154929,364.62,ICD9CM,36462,Exud cyst iris/ant chamb
C0154930,364.63,ICD9CM,36463,Primary cyst of pars plana
C0154930,364.63,ICD9CM,36463,Primary cyst pars plana
C0154931,364.64,ICD9CM,36464,Exudative cyst of pars plana
C0154931,364.64,ICD9CM,36464,Exudat cyst pars plana
C0154932,364.7,ICD9CM,3647,Adhesions and disruptions of iris and ciliary body
C0154933,364.70,ICD9CM,36470,Adhesions of iris NOS
C0154933,364.70,ICD9CM,36470,"Adhesions of iris, unspecified"
C0154934,364.73,ICD9CM,36473,Goniosynechiae
C0154934,364.73,ICD9CM,36473,Goniosynechiae
C0154935,364.74,ICD9CM,36474,Adhesions and disruptions of pupillary membranes
C0154935,364.74,ICD9CM,36474,Pupillary membranes
C0154936,364.75,ICD9CM,36475,Pupillary abnormalities
C0154936,364.75,ICD9CM,36475,Pupillary abnormalities
C0154937,364.77,ICD9CM,36477,Recession of chamber angle of eye
C0154937,364.77,ICD9CM,36477,"Recession, chamber angle"
C0154941,365.02,ICD9CM,36502,Anatomical narrow angle borderline glaucoma
C0154941,365.02,ICD9CM,36502,Anatomical narrow angle
C0154944,365.15,ICD9CM,36515,Residual stage of open angle glaucoma
C0154944,365.15,ICD9CM,36515,Residual opn ang glaucma
C0154945,365.21,ICD9CM,36521,Intermittent angle-closure glaucoma
C0154945,365.21,ICD9CM,36521,Intermit angl-clos glauc
C0154946,365.22,ICD9CM,36522,Acute angle-closure glaucoma
C0154946,365.22,ICD9CM,36522,Acute angl-clos glaucoma
C0154947,365.23,ICD9CM,36523,Chronic angle-closure glaucoma
C0154947,365.23,ICD9CM,36523,Chr angle-clos glaucoma
C0154948,365.24,ICD9CM,36524,Residual stage of angle-closure glaucoma
C0154948,365.24,ICD9CM,36524,Residual angl-clos glauc
C0154952,365.4,ICD9CM,3654,"Glaucoma associated with congenital anomalies, dystrophies, and systemic syndromes"
C0154953,365.41,ICD9CM,36541,Glaucoma associated with chamber angle anomalies
C0154953,365.41,ICD9CM,36541,Glauc w chamb angle anom
C0154954,365.42,ICD9CM,36542,Glaucoma associated with anomalies of iris
C0154954,365.42,ICD9CM,36542,Glaucoma w iris anomaly
C0154955,365.43,ICD9CM,36543,Glaucoma associated with other anterior segment anomalies
C0154955,365.43,ICD9CM,36543,Glauc w ant seg anom NEC
C0154956,365.44,ICD9CM,36544,Glaucoma associated with systemic syndromes
C0154956,365.44,ICD9CM,36544,Glaucoma w systemic synd
C0154959,365.59,ICD9CM,36559,Glaucoma associated with other lens disorders
C0154959,365.59,ICD9CM,36559,Glaucoma w lens dis NEC
C0154960,365.6,ICD9CM,3656,Glaucoma associated with other ocular disorders
C0154961,365.60,ICD9CM,36560,Glaucoma associated with unspecified ocular disorder
C0154961,365.60,ICD9CM,36560,Glauc w ocular dis NOS
C0154964,365.63,ICD9CM,36563,Glaucoma associated with vascular disorders
C0154964,365.63,ICD9CM,36563,Glaucoma w vascular dis
C0154965,365.64,ICD9CM,36564,Glaucoma associated with tumors or cysts
C0154965,365.64,ICD9CM,36564,Glaucoma w tumor or cyst
C0154968,365.81,ICD9CM,36581,Hypersecretion glaucoma
C0154968,365.81,ICD9CM,36581,Hypersecretion glaucoma
C0154970,366.0,ICD9CM,3660,"Infantile, juvenile, and presenile cataract"
C0154974,366.03,ICD9CM,36603,Cortical cataract
C0154974,366.03,ICD9CM,36603,"Cortical, lamellar, or zonular cataract"
C0154976,366.09,ICD9CM,36609,Other and combined forms of nonsenile cataract
C0154976,366.09,ICD9CM,36609,Nonsenile cataract NEC
C0154978,366.13,ICD9CM,36613,Anterior subcapsular polar senile cataract
C0154978,366.13,ICD9CM,36613,Ant subcaps senile catar
C0154979,366.14,ICD9CM,36614,Posterior subcapsular polar senile cataract
C0154979,366.14,ICD9CM,36614,Post subcap senile catar
C0154980,366.15,ICD9CM,36615,Cortical senile cataract
C0154980,366.15,ICD9CM,36615,Cortical senile cataract
C0154982,366.19,ICD9CM,36619,Other and combined forms of senile cataract
C0154982,366.19,ICD9CM,36619,Senile cataract NEC
C0154983,366.2,ICD9CM,3662,Traumatic cataract
C0154983,366.20,ICD9CM,36620,Traumatic cataract NOS
C0154983,366.20,ICD9CM,36620,"Traumatic cataract, unspecified"
C0154984,366.21,ICD9CM,36621,Localized traumatic opacities
C0154984,366.21,ICD9CM,36621,Local traumatic opacity
C0154985,366.22,ICD9CM,36622,Total traumatic cataract
C0154985,366.22,ICD9CM,36622,Total traumatic cataract
C0154986,366.23,ICD9CM,36623,Partially resolved traumatic cataract
C0154986,366.23,ICD9CM,36623,Part resolv traum catar
C0154989,366.31,ICD9CM,36631,Glaucomatous flecks (subcapsular)
C0154989,366.31,ICD9CM,36631,Glaucomatous flecks
C0154990,366.32,ICD9CM,36632,Cataract in inflammatory ocular disorders
C0154990,366.32,ICD9CM,36632,Cataract in inflam dis
C0154992,366.34,ICD9CM,36634,Cataract in degenerative ocular disorders
C0154992,366.34,ICD9CM,36634,Cataract in degen dis
C0154994,366.44,ICD9CM,36644,Cataract associated with other syndromes
C0154994,366.4,ICD9CM,3664,Cataract associated with other disorders
C0154994,366.44,ICD9CM,36644,Cataract w syndrome NEC
C0154995,366.45,ICD9CM,36645,Toxic cataract
C0154995,366.45,ICD9CM,36645,Toxic cataract
C0154996,366.46,ICD9CM,36646,Cataract associated with radiation and other physical influences
C0154996,366.46,ICD9CM,36646,Cataract w radiation
C0154997,366.52,ICD9CM,36652,"Other after-cataract, not obscuring vision"
C0154997,366.52,ICD9CM,36652,After-cataract NEC
C0154998,366.53,ICD9CM,36653,"After-cataract, obscuring vision"
C0154998,366.53,ICD9CM,36653,Aftr-catar obscur vision
C0154999,367.3,ICD9CM,3673,Anisometropia and aniseikonia
C0155000,367.81,ICD9CM,36781,Transient refractive change
C0155000,367.81,ICD9CM,36781,Transient refract change
C0155001,368.10,ICD9CM,36810,"Subjective visual disturbance, unspecified"
C0155001,368.1,ICD9CM,3681,Subjective visual disturbances
C0155001,368.10,ICD9CM,36810,Subj visual disturb NOS
C0155002,368.11,ICD9CM,36811,Sudden visual loss
C0155002,368.11,ICD9CM,36811,Sudden visual loss
C0155003,368.12,ICD9CM,36812,Transient visual loss
C0155003,368.12,ICD9CM,36812,Transient visual loss
C0155004,368.14,ICD9CM,36814,Visual distortions of shape and size
C0155004,368.14,ICD9CM,36814,Distortion of shape/size
C0155005,368.15,ICD9CM,36815,Other visual distortions and entoptic phenomena
C0155005,368.15,ICD9CM,36815,Visual distortions NEC
C0155006,368.16,ICD9CM,36816,Psychophysical visual disturbances
C0155006,368.16,ICD9CM,36816,Psychophysic visual dist
C0155007,368.3,ICD9CM,3683,Other disorders of binocular vision
C0155008,368.32,ICD9CM,36832,Simultaneous visual perception without fusion
C0155008,368.32,ICD9CM,36832,Visual percept w/o fusn
C0155009,368.33,ICD9CM,36833,Fusion with defective stereopsis
C0155009,368.33,ICD9CM,36833,Fusion w def stereopsis
C0155010,368.34,ICD9CM,36834,Abnormal retinal correspondence
C0155010,368.34,ICD9CM,36834,Abn retina correspond
C0155012,368.45,ICD9CM,36845,Generalized visual field contraction or constriction
C0155012,368.45,ICD9CM,36845,Gen visual contraction
C0155015,368.51,ICD9CM,36851,Protan defect
C0155015,368.51,ICD9CM,36851,Protan defect
C0155016,368.52,ICD9CM,36852,Deutan defect
C0155016,368.52,ICD9CM,36852,Deutan defect
C0155017,368.53,ICD9CM,36853,Tritan defect
C0155017,368.53,ICD9CM,36853,Tritan defect
C0155018,368.55,ICD9CM,36855,Acquired color vision deficiencies
C0155018,368.55,ICD9CM,36855,Acq color deficiency
C0155019,368.63,ICD9CM,36863,Abnormal dark adaptation curve
C0155019,368.63,ICD9CM,36863,Abn dark adaptat curve
C0155020,369,ICD9CM,369,Blindness and low vision
C0155021,369.0,ICD9CM,3690,"Profound vision impairment, both eyes"
C0155022,369.01,ICD9CM,36901,Better eye: total vision impairment; lesser eye: total vision impairment
C0155022,369.01,ICD9CM,36901,Tot impairment-both eyes
C0155040,369.2,ICD9CM,3692,"Moderate or severe vision impairment, both eyes"
C0155047,369.3,ICD9CM,3693,"Unqualified visual loss, both eyes"
C0155047,369.3,ICD9CM,3693,"Blindness NOS, both eyes"
C0155049,369.6,ICD9CM,3696,"Profound vision impairment, one eye"
C0155058,369.7,ICD9CM,3697,"Moderate or severe vision impairment, one eye"
C0155066,369.8,ICD9CM,3698,"Unqualified visual loss, one eye"
C0155066,369.8,ICD9CM,3698,"Visual loss, one eye NOS"
C0155067,370.01,ICD9CM,37001,Marginal corneal ulcer
C0155067,370.01,ICD9CM,37001,Marginal corneal ulcer
C0155068,370.02,ICD9CM,37002,Ring corneal ulcer
C0155068,370.02,ICD9CM,37002,Ring corneal ulcer
C0155069,370.03,ICD9CM,37003,Central corneal ulcer
C0155069,370.03,ICD9CM,37003,Central corneal ulcer
C0155070,370.04,ICD9CM,37004,Hypopyon ulcer
C0155070,370.04,ICD9CM,37004,Hypopyon ulcer
C0155071,370.05,ICD9CM,37005,Mycotic corneal ulcer
C0155071,370.05,ICD9CM,37005,Mycotic corneal ulcer
C0155072,370.07,ICD9CM,37007,Mooren's ulcer
C0155072,370.07,ICD9CM,37007,Mooren's ulcer
C0155073,370.2,ICD9CM,3702,Superficial keratitis without conjunctivitis
C0155074,370.20,ICD9CM,37020,"Superficial keratitis, unspecified"
C0155074,370.20,ICD9CM,37020,Superfic keratitis NOS
C0155076,370.22,ICD9CM,37022,Macular keratitis
C0155076,370.22,ICD9CM,37022,Macular keratitis
C0155077,370.23,ICD9CM,37023,Filamentary keratitis
C0155077,370.23,ICD9CM,37023,Filamentary keratitis
C0155078,370.24,ICD9CM,37024,Photokeratitis
C0155078,370.24,ICD9CM,37024,Photokeratitis
C0155079,370.3,ICD9CM,3703,Certain types of keratoconjunctivitis
C0155080,370.31,ICD9CM,37031,Phlyctenular keratoconjunctivitis
C0155080,370.31,ICD9CM,37031,Phlycten keratoconjunct
C0155081,370.32,ICD9CM,37032,Limbar and corneal involvement in vernal conjunctivitis
C0155081,370.32,ICD9CM,37032,Limbar keratoconjunctiv
C0155082,370.33,ICD9CM,37033,"Keratoconjunctivitis sicca, not specified as Sjogren's"
C0155082,370.33,ICD9CM,37033,Keratoconjunctivit sicca
C0155084,370.35,ICD9CM,37035,Neurotrophic keratoconjunctivitis
C0155084,370.35,ICD9CM,37035,Neurotroph keratoconjunc
C0155085,370.4,ICD9CM,3704,Other and unspecified keratoconjunctivitis
C0155086,370.44,ICD9CM,37044,Keratitis or keratoconjunctivitis in exanthema
C0155086,370.44,ICD9CM,37044,Keratitis in exanthema
C0155087,370.5,ICD9CM,3705,Interstitial and deep keratitis
C0155088,370.50,ICD9CM,37050,"Interstitial keratitis, unspecified"
C0155088,370.50,ICD9CM,37050,Interstit keratitis NOS
C0155089,370.52,ICD9CM,37052,Diffuse interstitial keratitis
C0155089,370.52,ICD9CM,37052,Diffus interstit keratit
C0155090,370.54,ICD9CM,37054,Sclerosing keratitis
C0155090,370.54,ICD9CM,37054,Sclerosing keratitis
C0155091,370.55,ICD9CM,37055,Corneal abscess
C0155091,370.55,ICD9CM,37055,Corneal abscess
C0155092,370.59,ICD9CM,37059,Other interstitial and deep keratitis
C0155092,370.59,ICD9CM,37059,Interstit keratitis NEC
C0155093,370.61,ICD9CM,37061,Localized vascularization of cornea
C0155093,370.61,ICD9CM,37061,Local vasculariza cornea
C0155094,370.62,ICD9CM,37062,Corneal pannus
C0155094,370.62,ICD9CM,37062,Pannus (corneal)
C0155095,370.63,ICD9CM,37063,Deep vascularization of cornea
C0155095,370.63,ICD9CM,37063,Deep vasculariza cornea
C0155096,370.64,ICD9CM,37064,Ghost vessels (corneal)
C0155096,370.64,ICD9CM,37064,Corneal ghost vessels
C0155097,371,ICD9CM,371,Corneal opacity and other disorders of cornea
C0155098,371.0,ICD9CM,3710,Corneal scars and opacities
C0155099,371.01,ICD9CM,37101,Minor opacity of cornea
C0155099,371.01,ICD9CM,37101,Minor opacity of cornea
C0155100,371.02,ICD9CM,37102,Peripheral opacity of cornea
C0155100,371.02,ICD9CM,37102,Periph opacity of cornea
C0155102,371.05,ICD9CM,37105,Phthisical cornea
C0155102,371.05,ICD9CM,37105,Phthisical cornea
C0155104,371.11,ICD9CM,37111,Anterior corneal pigmentations
C0155104,371.11,ICD9CM,37111,Ant cornea pigmentation
C0155105,371.12,ICD9CM,37112,Stromal corneal pigmentations
C0155105,371.12,ICD9CM,37112,Stromal cornea pigment
C0155106,371.13,ICD9CM,37113,Posterior corneal pigmentations
C0155106,371.13,ICD9CM,37113,Post cornea pigmentation
C0155107,371.15,ICD9CM,37115,Other corneal deposits associated with metabolic disorders
C0155107,371.15,ICD9CM,37115,Oth deposit w metab dis
C0155108,371.16,ICD9CM,37116,Argentous corneal deposits
C0155108,371.16,ICD9CM,37116,Argentous cornea deposit
C0155109,371.21,ICD9CM,37121,Idiopathic corneal edema
C0155109,371.21,ICD9CM,37121,Idiopathic corneal edema
C0155110,371.22,ICD9CM,37122,Secondary corneal edema
C0155110,371.22,ICD9CM,37122,Secondary corneal edema
C0155111,371.23,ICD9CM,37123,Bullous keratopathy
C0155111,371.23,ICD9CM,37123,Bullous keratopathy
C0155114,371.3,ICD9CM,3713,Changes of corneal membranes
C0155114,371.30,ICD9CM,37130,"Corneal membrane change, unspecified"
C0155114,371.30,ICD9CM,37130,Cornea memb change NOS
C0155115,371.31,ICD9CM,37131,Folds and rupture of bowman's membrane
C0155115,371.31,ICD9CM,37131,Fold of bowman membrane
C0155116,371.32,ICD9CM,37132,Folds in descemet's membrane
C0155116,371.32,ICD9CM,37132,Fold in descemet membran
C0155117,371.33,ICD9CM,37133,Rupture in descemet's membrane
C0155117,371.33,ICD9CM,37133,Rupture descemet membran
C0155118,371.4,ICD9CM,3714,Corneal degenerations
C0155118,371.40,ICD9CM,37140,Corneal degeneration NOS
C0155118,371.40,ICD9CM,37140,"Corneal degeneration, unspecified"
C0155119,371.42,ICD9CM,37142,Recurrent erosion of cornea
C0155119,371.42,ICD9CM,37142,Recurrent cornea erosion
C0155120,371.43,ICD9CM,37143,Band-shaped keratopathy
C0155120,371.43,ICD9CM,37143,Band-shaped keratopathy
C0155121,371.44,ICD9CM,37144,Other calcerous degenerations of cornea
C0155121,371.44,ICD9CM,37144,Calcer cornea degen NEC
C0155122,371.46,ICD9CM,37146,Nodular degeneration of cornea
C0155122,371.46,ICD9CM,37146,Nodular cornea degen
C0155123,371.48,ICD9CM,37148,Peripheral degenerations of cornea
C0155123,371.48,ICD9CM,37148,Peripheral cornea degen
C0155124,371.49,ICD9CM,37149,Other corneal degenerations
C0155124,371.49,ICD9CM,37149,Cornea degeneration NEC
C0155126,371.52,ICD9CM,37152,Other anterior corneal dystrophies
C0155126,371.52,ICD9CM,37152,Ant cornea dystrophy NEC
C0155127,371.54,ICD9CM,37154,Lattice corneal dystrophy
C0155127,371.54,ICD9CM,37154,Lattice cornea dystrophy
C0155128,371.56,ICD9CM,37156,Other stromal corneal dystrophies
C0155128,371.56,ICD9CM,37156,Strom cornea dystrph NEC
C0155130,371.58,ICD9CM,37158,Other posterior corneal dystrophies
C0155130,371.58,ICD9CM,37158,Post cornea dystrphy NEC
C0155131,371.61,ICD9CM,37161,"Keratoconus, stable condition"
C0155131,371.61,ICD9CM,37161,"Keratoconus, stable"
C0155133,371.7,ICD9CM,3717,Other corneal deformities
C0155135,371.71,ICD9CM,37171,Corneal ectasia
C0155135,371.71,ICD9CM,37171,Corneal ectasia
C0155136,371.72,ICD9CM,37172,Descemetocele
C0155136,371.72,ICD9CM,37172,Descemetocele
C0155137,371.8,ICD9CM,3718,Other corneal disorders
C0155137,371.89,ICD9CM,37189,Other corneal disorders
C0155137,371.89,ICD9CM,37189,Corneal disorder NEC
C0155138,371.81,ICD9CM,37181,Corneal anesthesia and hypoesthesia
C0155138,371.81,ICD9CM,37181,Corneal anesthesia
C0155141,372.0,ICD9CM,3720,Acute conjunctivitis
C0155141,372.00,ICD9CM,37200,Acute conjunctivitis NOS
C0155141,372.00,ICD9CM,37200,"Acute conjunctivitis, unspecified"
C0155142,372.01,ICD9CM,37201,"Serous conjunctivitis, except viral"
C0155142,372.01,ICD9CM,37201,Serous conjunctivitis
C0155143,372.02,ICD9CM,37202,Acute follicular conjunctivitis
C0155143,372.02,ICD9CM,37202,Ac follic conjunctivitis
C0155144,372.04,ICD9CM,37204,Pseudomembranous conjunctivitis
C0155144,372.04,ICD9CM,37204,Pseudomemb conjunctivit
C0155145,372.1,ICD9CM,3721,Chronic conjunctivitis
C0155145,372.10,ICD9CM,37210,"Chronic conjunctivitis, unspecified"
C0155145,372.10,ICD9CM,37210,Chr conjunctivitis NOS
C0155146,372.11,ICD9CM,37211,Simple chronic conjunctivitis
C0155146,372.11,ICD9CM,37211,Simpl chr conjunctivitis
C0155147,372.12,ICD9CM,37212,Chronic follicular conjunctivitis
C0155147,372.12,ICD9CM,37212,Chr follic conjunctivit
C0155148,372.15,ICD9CM,37215,Parasitic conjunctivitis
C0155148,372.15,ICD9CM,37215,Parasitic conjunctivitis
C0155149,372.21,ICD9CM,37221,Angular blepharoconjunctivitis
C0155149,372.21,ICD9CM,37221,Angular blepharoconjunct
C0155150,372.22,ICD9CM,37222,Contact blepharoconjunctivitis
C0155150,372.22,ICD9CM,37222,Contact blepharoconjunct
C0155152,372.31,ICD9CM,37231,Rosacea conjunctivitis
C0155152,372.31,ICD9CM,37231,Rosacea conjunctivitis
C0155153,372.33,ICD9CM,37233,Conjunctivitis in mucocutaneous disease
C0155153,372.33,ICD9CM,37233,Mucocutan dis conjunctiv
C0155154,372.41,ICD9CM,37241,"Peripheral pterygium, stationary"
C0155154,372.41,ICD9CM,37241,Periph station pterygium
C0155155,372.42,ICD9CM,37242,"Peripheral pterygium, progressive"
C0155155,372.42,ICD9CM,37242,Periph progess pterygium
C0155156,372.43,ICD9CM,37243,Central pterygium
C0155156,372.43,ICD9CM,37243,Central pterygium
C0155157,372.44,ICD9CM,37244,Double pterygium
C0155157,372.44,ICD9CM,37244,Double pterygium
C0155158,372.45,ICD9CM,37245,Recurrent pterygium
C0155158,372.45,ICD9CM,37245,Recurrent pterygium
C0155159,372.5,ICD9CM,3725,Conjunctival degenerations and deposits
C0155160,372.50,ICD9CM,37250,"Conjunctival degeneration, unspecified"
C0155160,372.50,ICD9CM,37250,Conjunctival degen NOS
C0155161,372.52,ICD9CM,37252,Pseudopterygium
C0155161,372.52,ICD9CM,37252,Pseudopterygium
C0155162,372.54,ICD9CM,37254,Conjunctival concretions
C0155162,372.54,ICD9CM,37254,Conjunctival concretions
C0155163,372.55,ICD9CM,37255,Conjunctival pigmentations
C0155163,372.55,ICD9CM,37255,Conjunctiva pigmentation
C0155164,372.64,ICD9CM,37264,Scarring of conjunctiva
C0155164,372.64,ICD9CM,37264,Scarring of conjunctiva
C0155164,372.6,ICD9CM,3726,Conjunctival scars
C0155165,372.61,ICD9CM,37261,Granuloma of conjunctiva
C0155165,372.61,ICD9CM,37261,Granuloma of conjunctiva
C0155166,372.62,ICD9CM,37262,Localized adhesions and strands of conjunctiva
C0155166,372.62,ICD9CM,37262,Local conjunctiva adhes
