QueryID	PMID	ABSTRACT	SCORE	CONCEPTS
27	14620600	Acute dyspnea in the office.	84.19032	"{""C0860888"": [""spiral computed tomography"", [""T060""]], ""C0740852"": [""upper airway obstruction"", [""T033""]], ""C0232070"": [""foreign body aspiration"", [""T037""]], ""C0011906"": [""differential diagnoses"", [""T060""]], ""C0796462"": [""management of dyspnea"", [""T061""]], ""C0278061"": [""altered mental status"", [""T048""]], ""C0277804"": [""abnormal vital signs"", [""T033""]], ""C0037650"": [""psychogenic disorder"", [""T048""]], ""C0277858"": [""absent breath sounds"", [""T033""]], ""C0013798"": [""electrocardiography"", [""T060""]], ""C0018799"": [""cardiac disorders"", [""T047""]], ""C0311392"": [""physical signs"", [""T033""]], ""C0034108"": [""pulse oximetry"", [""T060""]], ""C0006271"": [""bronchiolitis"", [""T047""]], ""C0035822"": [""plays role"", [""T061""]], ""C0014541"": [""epiglottitis"", [""T047""]], ""C0425442"": [""Respiratory"", [""T033""]], ""C0031350"": [""sore throat"", [""T047""]], ""C1299586"": [""difficulty"", [""T033""]], ""C0029921"": [""outpatient"", [""T101""]], ""C0008031"": [""chest pain"", [""T184""]], ""C0011900"": [""Diagnostic"", [""T060""]], ""C5441521"": [""complaint"", [""T184""]], ""C4263342"": [""metabolic"", [""T060""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C0085619"": [""orthopnea"", [""T033""]], ""C1546399"": [""emergency"", [""T033""]], ""C0031001"": [""perfusion"", [""T061""]], ""C0030705"": [""patient"", [""T101""]], ""C1883468"": [""Unstable"", [""T033""]], ""C0443343"": [""unstable"", [""T033""]], ""C0043144"": [""wheezing"", [""T184""]], ""C0677930"": [""primary"", [""T191""]], ""C0013404"": [""Dyspneas"", [""T184""]], ""C0150312"": [""present"", [""T033""]], ""C0242184"": [""hypoxia"", [""T046""]], ""C0262512"": [""history"", [""T033""]], ""C0038450"": [""stridor"", [""T184""]], ""C0040861"": [""triage"", [""T061""]], ""C1546930"": [""Other"", [""T033""]], ""C0010380"": [""croup"", [""T047""]], ""C0013604"": [""edema"", [""T046""]], ""C0015967"": [""fever"", [""T184""]], ""C0034642"": [""rales"", [""T033""]], ""C0005768"": [""blood"", [""T031""]], ""C0441633"": [""scan"", [""T060""]], ""C4534306"": [""Supplemental oxygen"", [""T033""]], ""C1306645"": [""radiograph"", [""T060""]], ""C0003811"": [""arrhythmias"", [""T047""]], ""C0037088"": [""finding"", [""T184""]], ""C0860359"": [""Reintubation"", [""T061""]], ""C4722602"": [""Underlying"", [""T033""]], ""C2973270"": [""Annual physical examination"", [""T061""]], ""C0687152"": [""coughs"", [""T033""]], ""C0239340"": [""lower extremities edema"", [""T046""]], ""C0332149"": [""possible"", [""T033""]], ""C0220981"": [""Acidosis"", [""T046""]], ""C4553646"": [""Cyanosis"", [""T033""]], ""C4283785"": [""Complete"", [""T033""]], ""C4082977"": [""Undetermined"", [""T033""]]}"
28	25247048	Renal rupture following extracorporeal shockwave lithotripsy.	84.08769	"{""C0042023"": [""urinary frequency"", [""T033""]], ""C0277786"": [""chief complaint"", [""T033""]], ""C0085606"": [""urinary urgency"", [""T184""]], ""C1509143"": [""Physical exam"", [""T033""]], ""C1321898"": [""hematochezia"", [""T184""]], ""C0278034"": [""cloudy urine"", [""T033""]], ""C0023878"": [""lithotripsy"", [""T061""]], ""C0234233"": [""tenderness"", [""T184""]], ""C0518014"": [""hematocrit"", [""T033""]], ""C1306645"": [""radiograph"", [""T060""]], ""C0040405"": [""tomography"", [""T060""]], ""C1546399"": [""emergency"", [""T033""]], ""C0184661"": [""procedure"", [""T061""]], ""C0030247"": [""palpation"", [""T060""]], ""C0030705"": [""patient"", [""T101""]], ""C0262512"": [""history"", [""T033""]], ""C0013428"": [""dysuria"", [""T184""]], ""C0085593"": [""chills"", [""T184""]], ""C0857322"": [""anemic"", [""T033""]], ""C0015967"": [""fever"", [""T184""]], ""C0005768"": [""blood"", [""T031""]], ""C0030193"": [""pain"", [""T184""]], ""C0043246"": [""lacerations"", [""T037""]], ""C0600083"": [""discharge"", [""T031""]], ""C0018944"": [""hematomas"", [""T046""]], ""C0278008"": [""change in bowel habits"", [""T184""]], ""C2239101"": [""Hemoglobin"", [""T033""]], ""C1550647"": [""Leukocytes"", [""T031""]], ""C0238552"": [""left upper quadrant pain"", [""T184""]], ""C0040399"": [""spect"", [""T060""]], ""C0150312"": [""present"", [""T033""]], ""C0427198"": [""Guarding"", [""T033""]], ""C1858397"": [""No hematuria"", [""T033""]], ""C0151576"": [""increased ck"", [""T033""]]}"
29	9294306	"[Photomicrographs of a pleural biopsy specimen, showing malignant mesothelioma and necrosis--malignant pleural mesothelioma in a patient with sarcoidosis]."	83.65342	"{""C0812413"": [""malignant pleural mesothelioma"", [""T191""]], ""C0520743"": [""mediastinal lymphadenopathy"", [""T047""]], ""C0200149"": [""ophthalmologic examination"", [""T061""]], ""C0189391"": [""fiberoptic bronchoscopy"", [""T060""]], ""C0025065"": [""mediastinoscopy"", [""T060""]], ""C0176531"": [""pleural biopsy"", [""T060""]], ""C0025500"": [""mesothelioma"", [""T191""]], ""C0036202"": [""sarcoidosis"", [""T047""]], ""C0008031"": [""chest pain"", [""T184""]], ""C0018188"": [""granulomas"", [""T046""]], ""C0205400"": [""thickening"", [""T033""]], ""C0032231"": [""pleurisy"", [""T047""]], ""C0040405"": [""CT scan"", [""T060""]], ""C0030705"": [""patient"", [""T101""]], ""C0005558"": [""Biopsy"", [""T060""]], ""C0221198"": [""lesion"", [""T033""]], ""C0043299"": [""X-ray"", [""T060""]], ""C0024202"": [""lymph"", [""T031""]], ""C0087111"": [""treatments"", [""T061""]], ""C2347026"": [""specimen"", [""T031""]], ""C1306232"": [""severed"", [""T061""]], ""C5238767"": [""No involvement"", [""T033""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C0423899"": [""bright"", [""T033""]], ""C0032927"": [""premalignant"", [""T191""]]}"
30	17443443	[Generalized lymphadenitis associated with Hashimoto's thyroiditis].	83.62705	"{""C0235592"": [""enlarged cervical lymph nodes"", [""T047""]], ""C0677607"": [""Hashimoto's thyroiditis"", [""T047""]], ""C4282165"": [""lymphadenopathy"", [""T184""]], ""C0027498"": [""nausea and vomiting"", [""T184""]], ""C0338237"": [""Antibiotic therapy"", [""T061""]], ""C0040843"": [""Treponema pallidum"", [""T047""]], ""C3714552"": [""general weakness"", [""T184""]], ""C0038002"": [""enlarged spleen"", [""T033""]], ""C1533734"": [""administration"", [""T061""]], ""C0009806"": [""constipation"", [""T184""]], ""C0030312"": [""pancytopenia"", [""T047""]], ""C0011311"": [""dengue fever"", [""T047""]], ""C0029921"": [""out-patient"", [""T101""]], ""C3714514"": [""infections"", [""T046""]], ""C0008149"": [""Chlamydia"", [""T047""]], ""C0011991"": [""diarrhea"", [""T184""]], ""C1446409"": [""positive"", [""T033""]], ""C0030705"": [""patient"", [""T101""]], ""C0040405"": [""CT scan"", [""T060""]], ""C0564405"": [""relief"", [""T033""]], ""C0220797"": [""biopsy"", [""T033""]], ""C0015967"": [""fever"", [""T184""]], ""C0229671"": [""serum"", [""T031""]], ""C0024202"": [""lymph"", [""T031""]], ""C0030193"": [""pain"", [""T184""]], ""C0020676"": [""hypothyroidisms"", [""T047""]], ""C0398367"": [""Kikuchi-Fujimoto Disease"", [""T047""]], ""C0442797"": [""decreased"", [""T033""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C1549114"": [""Unreported"", [""T033""]], ""C0040558"": [""toxoplasmosis"", [""T047""]], ""C0858195"": [""MAC lymphadenitis"", [""T047""]], ""C0023281"": [""Leishmaniasis"", [""T047""]], ""C5238761"": [""Symptoms"", [""T184""]], ""C0729233"": [""Thoracic"", [""T047""]], ""C0521158"": [""Recurrent"", [""T191""]], ""C0018609"": [""h disease"", [""T047""]]}"
31	11828216	Discrete pleural nodules associated with a parasternal mass: an unusual manifestation of tuberculosis.	83.59166	"{""C0520743"": [""mediastinal lymphadenopathy"", [""T047""]], ""C0553697"": [""granulomatous inflammation"", [""T046""]], ""C0456973"": [""hilar lymphadenopathy"", [""T046""]], ""C0008033"": [""pleuritic chest pain"", [""T184""]], ""C2243017"": [""needle aspiration"", [""T061""]], ""C0392920"": [""chemotherapy"", [""T061""]], ""C0041296"": [""tuberculous"", [""T047""]], ""C0040405"": [""tomography"", [""T060""]], ""C0684320"": [""regression"", [""T046""]], ""C2347026"": [""specimen"", [""T031""]], ""C0028259"": [""nodules"", [""T020""]], ""C0030705"": [""patient"", [""T101""]], ""C0079595"": [""imaging"", [""T060""]], ""C0150312"": [""present"", [""T033""]], ""C0024202"": [""lymph"", [""T031""]], ""C0577559"": [""mass"", [""T033""]], ""C0424530"": [""absences"", [""T033""]], ""C0424641"": [""height loss"", [""T033""]], ""C3811910"": [""Combination"", [""T033""]], ""C1514893"": [""Resolution"", [""T046""]], ""C1549114"": [""Unreported"", [""T033""]], ""C5539744"": [""Pulmonary parenchymal band"", [""T033""]], ""C0041322"": [""eye tuberculosis"", [""T047""]], ""C0729233"": [""Thoracic"", [""T047""]], ""C0751437"": [""Anterior"", [""T047""]], ""C1293134"": [""Enlarged"", [""T061""]], ""C5238761"": [""Symptoms"", [""T184""]], ""C4283785"": [""Complete"", [""T033""]], ""C0029166"": [""manifestations oral"", [""T184""]], ""C0589120"": [""follow-up"", [""T033""]], ""C4036285"": [""No knowledge"", [""T033""]]}"
32	23878749	"Peritoneal tuberculosis in an immunocompetent, unknown risk patient."	83.34849	"{""C0858195"": [""Mycobacterium tuberculosis"", [""T047""]], ""C0041325"": [""peritoneal tuberculosis"", [""T047""]], ""C0235329"": [""small bowel obstruction"", [""T047""]], ""C0341439"": [""chronic liver disease"", [""T047""]], ""C0000731"": [""abdominal distention"", [""T033""]], ""C0262926"": [""medical history"", [""T033""]], ""C4282165"": [""lymphadenopathy"", [""T184""]], ""C0028081"": [""night sweats"", [""T184""]], ""C0332448"": [""infiltration"", [""T046""]], ""C0034115"": [""paracentesis"", [""T061""]], ""C0031150"": [""laparoscopy"", [""T060""]], ""C0011900"": [""Diagnostic"", [""T060""]], ""C0018188"": [""granulomas"", [""T046""]], ""C0746890"": [""new onset"", [""T033""]], ""C0750484"": [""confirmed"", [""T033""]], ""C0274281"": [""exposure"", [""T037""]], ""C0205160"": [""negative"", [""T033""]], ""C1509143"": [""Physical"", [""T033""]], ""C0277787"": [""stigmata"", [""T033""]], ""C0003962"": [""ascites"", [""T047""]], ""C0040405"": [""CT scan"", [""T060""]], ""C0015388"": [""exudate"", [""T031""]], ""C0030705"": [""patient"", [""T101""]], ""C0087111"": [""therapy"", [""T061""]], ""C0220797"": [""biopsy"", [""T033""]], ""C0024202"": [""lymph"", [""T031""]], ""C0229671"": [""serum"", [""T031""]], ""C0444186"": [""smear"", [""T060""]], ""C0017547"": [""giant"", [""T047""]], ""C0015967"": [""fever"", [""T184""]], ""C0037088"": [""finding"", [""T184""]], ""C0424641"": [""height loss"", [""T033""]], ""C1964257"": [""Observation"", [""T060""]], ""C0429001"": [""couplet"", [""T046""]], ""C0728940"": [""Excisional"", [""T061""]], ""C0489545"": [""Hospital admission Dx"", [""T033""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C0013220"": [""Tolerance"", [""T033""]], ""C0267771"": [""retroperitoneal mass"", [""T047""]], ""C0041322"": [""eye tuberculosis"", [""T047""]], ""C4697740"": [""Not demonstrated"", [""T033""]], ""C0150312"": [""present"", [""T033""]], ""C1293134"": [""Enlarged"", [""T061""]], ""C0334047"": [""Moderate"", [""T033""]]}"
33	31893340	A case of small bowel adenocarcinoma that caused intestinal obstruction after administration of patency capsule.	83.28364	"{""C0267465"": [""intestinal stenosis"", [""T047""]], ""C0192653"": [""intestine endoscopy"", [""T060""]], ""C0015252"": [""surgical resection"", [""T061""]], ""C0041782"": [""deficiency anemia"", [""T047""]], ""C0262926"": [""medical history"", [""T033""]], ""C1533734"": [""administration"", [""T061""]], ""C0002978"": [""angiography"", [""T060""]], ""C0239313"": [""exertional"", [""T184""]], ""C0008031"": [""chest pain"", [""T184""]], ""C0040405"": [""tomography"", [""T060""]], ""C0205400"": [""thickening"", [""T033""]], ""C1306645"": [""radiograph"", [""T060""]], ""C0750484"": [""confirmed"", [""T033""]], ""C0011900"": [""diagnosed"", [""T060""]], ""C1261287"": [""stenosis"", [""T046""]], ""C0042963"": [""vomiting"", [""T184""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C0079595"": [""imaging"", [""T060""]], ""C0018790"": [""arrest"", [""T047""]], ""C0024202"": [""lymph"", [""T031""]], ""C0027651"": [""tumor"", [""T191""]], ""C0030193"": [""pain"", [""T184""]], ""C1333803"": [""Gastrointestinal"", [""T033""]], ""C4072686"": [""Cardiopulmonary"", [""T047""]], ""C4025227"": [""High intestinal obstruction"", [""T047""]], ""C4722602"": [""Underlying"", [""T033""]], ""C0001418"": [""adenocarcinoma"", [""T191""]], ""C0236124"": [""GI obstruction"", [""T047""]], ""C0504085"": [""Excretion"", [""T031""]], ""C0449900"": [""contrasted"", [""T060""]], ""C0751437"": [""Anterior"", [""T047""]], ""C1293134"": [""Enlarged"", [""T061""]]}"
34	33209522	A Rare Complication of Ileus Following Endoscopic Ultrasound-Guided Celiac Plexus Neurolysis: A Case Report.	83.19876	"{""C0079304"": [""egd"", [""T060""]], ""C0281361"": [""pancreatic adenocarcinoma"", [""T191""]], ""C3899700"": [""celiac plexus neurolysis"", [""T061""]], ""C0152020"": [""delayed gastric emptying"", [""T047""]], ""C0235329"": [""Small bowel obstruction"", [""T047""]], ""C2712122"": [""normal blood pressure"", [""T033""]], ""C0740433"": [""epigastric tenderness"", [""T184""]], ""C0030231"": [""palliative therapy"", [""T061""]], ""C0235974"": [""pancreatic cancer"", [""T191""]], ""C0281875"": [""illicit drug use"", [""T048""]], ""C0002766"": [""pain management"", [""T061""]], ""C0030446"": [""paralytic ileus"", [""T047""]], ""C0877248"": [""side effects"", [""T046""]], ""C0399619"": [""enteroscopy"", [""T060""]], ""C0014245"": [""Endoscopic"", [""T060""]], ""C0040405"": [""tomography"", [""T060""]], ""C0011900"": [""diagnosed"", [""T060""]], ""C1546399"": [""emergency"", [""T033""]], ""C4263342"": [""metabolic"", [""T060""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C0184661"": [""procedure"", [""T061""]], ""C0030705"": [""patient"", [""T101""]], ""C0042963"": [""vomiting"", [""T184""]], ""C4283785"": [""Complete"", [""T033""]], ""C0184511"": [""improved"", [""T033""]], ""C0262512"": [""history"", [""T033""]], ""C0006826"": [""cancer"", [""T191""]], ""C0027497"": [""nausea"", [""T184""]], ""C2347026"": [""Sample"", [""T031""]], ""C0005768"": [""blood"", [""T031""]], ""C1446409"": [""ruled"", [""T033""]], ""C1258215"": [""ileus"", [""T047""]], ""C0030193"": [""pain"", [""T184""]], ""C0441633"": [""scan"", [""T060""]], ""C0041618"": [""ultrasounds"", [""T060""]], ""C0600083"": [""discharge"", [""T031""]], ""C0087111"": [""treatments"", [""T061""]], ""C1333803"": [""Gastrointestinal"", [""T033""]], ""C0425442"": [""Respiratory"", [""T033""]], ""C3845885"": [""Inexperience"", [""T033""]], ""C3809765"": [""No abnormalities"", [""T033""]], ""C3714614"": [""Distension"", [""T033""]], ""C0233256"": [""Malpresentation"", [""T033""]], ""C0236124"": [""GI obstruction"", [""T047""]], ""C0332534"": [""Induration"", [""T046""]], ""C1549114"": [""Unreported"", [""T033""]], ""C0449900"": [""contrasted"", [""T060""]], ""C3890554"": [""Inactivity"", [""T033""]], ""C3845990"": [""No heart rate"", [""T033""]], ""C0857260"": [""guarding rebound"", [""T184""]], ""C0438235"": [""Normal liver function tests"", [""T033""]], ""C4697740"": [""Not demonstrated"", [""T033""]], ""C0150312"": [""present"", [""T033""]], ""C0334047"": [""Moderate"", [""T033""]], ""C5238761"": [""Symptoms"", [""T184""]], ""C0687725"": [""alcoholic"", [""T101""]]}"
35	21597547	Just a sore throat?	83.042946	"{""C0035243"": [""respiratory tract infection"", [""T047""]], ""C0235592"": [""cervical lymphadenopathy"", [""T047""]], ""C0013798"": [""electrocardiogram"", [""T060""]], ""C0005893"": [""body mass index"", [""T060""]], ""C0566278"": [""does not drink"", [""T033""]], ""C1272641"": [""blood pressure"", [""T033""]], ""C0004339"": [""auscultation"", [""T060""]], ""C0031350"": [""sore throat"", [""T047""]], ""C0239313"": [""exertional"", [""T184""]], ""C0008031"": [""chest pain"", [""T184""]], ""C0020517"": [""allergies"", [""T046""]], ""C0277797"": [""afebrile"", [""T033""]], ""C0262512"": [""history"", [""T033""]], ""C0030705"": [""patient"", [""T101""]], ""C0038999"": [""swollen"", [""T033""]], ""C0027497"": [""nausea"", [""T184""]], ""C0018808"": [""murmur"", [""T033""]], ""C3257980"": [""Other symptoms"", [""T184""]], ""C0150312"": [""present"", [""T033""]], ""C3176821"": [""Cardiac risk"", [""T033""]], ""C0232237"": [""heart s3 sounds"", [""T033""]], ""C1524020"": [""Radiation"", [""T061""]], ""C3845885"": [""Inexperience"", [""T033""]], ""C0033045"": [""Premedication"", [""T061""]], ""C3845990"": [""No heart rate"", [""T033""]], ""C1514893"": [""Resolved"", [""T046""]], ""C0334047"": [""Moderate"", [""T033""]], ""C0886384"": [""5 minutes"", [""T061""]], ""C0687725"": [""alcoholic"", [""T101""]]}"
36	30200160	Calcified peripancreatic lymph nodes in pancreatic and hepatic tuberculosis mimicking pancreatic malignancy: A case report and review of literature.	82.81042	"{""C1510483"": [""fine needle aspiration biopsy"", [""T060""]], ""C0041313"": [""hepatic tuberculosis"", [""T047""]], ""C4282165"": [""lymphadenopathy"", [""T184""]], ""C0577053"": [""hepatic lesion"", [""T033""]], ""C0024031"": [""Low back pain"", [""T184""]], ""C0006663"": [""calcification"", [""T046""]], ""C0040405"": [""tomography"", [""T060""]], ""C0006826"": [""malignancy"", [""T191""]], ""C0699809"": [""carried"", [""T033""]], ""C0030705"": [""patient"", [""T101""]], ""C0087111"": [""treatments"", [""T061""]], ""C0221198"": [""lesion"", [""T033""]], ""C0024202"": [""lymph"", [""T031""]], ""C0030193"": [""pain"", [""T184""]], ""C0577559"": [""mass"", [""T033""]], ""C5239552"": [""Asymptomatic"", [""T033""]], ""C2347900"": [""Rechallenge"", [""T061""]], ""C4085555"": [""Extremely"", [""T033""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C0027853"": [""neurological examination"", [""T060""]], ""C0206526"": [""MDR Tuberculosis"", [""T047""]], ""C0041322"": [""eye tuberculosis"", [""T047""]], ""C1550488"": [""referrer"", [""T033""]], ""C0332155"": [""untreated"", [""T033""]]}"
37	23168512	Bilateral lemierre syndrome secondary to periodontitis: a case report and review of the literature.	82.79753	"{""C0151766"": [""abnormal liver function tests"", [""T033""]], ""C0235592"": [""cervical lymphadenopathy"", [""T047""]], ""C0740341"": [""septic thrombophlebitis"", [""T047""]], ""C0003281"": [""anticoagulation therapy"", [""T061""]], ""C0176003"": [""dental examinations"", [""T033""]], ""C0032227"": [""pleural effusions"", [""T047""]], ""C0011331"": [""dental procedures"", [""T061""]], ""C0277785"": [""pathophysiology"", [""T046""]], ""C0240962"": [""icteric sclera"", [""T033""]], ""C3827868"": [""tachycardia"", [""T033""]], ""C1306645"": [""radiographs"", [""T060""]], ""C0234233"": [""tenderness"", [""T184""]], ""C0240173"": [""left shift"", [""T033""]], ""C0040405"": [""tomography"", [""T060""]], ""C0000833"": [""abscesses"", [""T047""]], ""C0027627"": [""secondary"", [""T191""]], ""C0231835"": [""tachypnea"", [""T033""]], ""C0028778"": [""occlusion"", [""T046""]], ""C0042963"": [""vomiting"", [""T184""]], ""C0011991"": [""diarrhea"", [""T184""]], ""C0003123"": [""anorexia"", [""T047""]], ""C1509143"": [""Physical"", [""T033""]], ""C0034642"": [""crackles"", [""T033""]], ""C1446409"": [""positive"", [""T033""]], ""C0087086"": [""thrombus"", [""T046""]], ""C1550517"": [""marginal"", [""T033""]], ""C0030705"": [""patients"", [""T101""]], ""C0262512"": [""history"", [""T033""]], ""C0013404"": [""dyspnea"", [""T184""]], ""C0221198"": [""lesions"", [""T033""]], ""C0085593"": [""chills"", [""T184""]], ""C0011334"": [""caries"", [""T047""]], ""C0002871"": [""anemia"", [""T047""]], ""C0015967"": [""fever"", [""T184""]], ""C0234238"": [""aches"", [""T184""]], ""C0005768"": [""blood"", [""T031""]], ""C0441633"": [""scans"", [""T060""]], ""C0030193"": [""pain"", [""T184""]], ""C0031090"": [""periodontal diseases"", [""T047""]], ""C0272167"": [""Aleukocytosis"", [""T047""]], ""C0017574"": [""Gingival inflammation"", [""T047""]], ""C0151578"": [""elevated creatinine"", [""T033""]], ""C3714514"": [""infections"", [""T046""]], ""C1333803"": [""Gastrointestinal"", [""T033""]], ""C0039082"": [""syndromes"", [""T047""]], ""C4552660"": [""Rhabdomyolysis"", [""T033""]], ""C0037088"": [""finding"", [""T184""]], ""C0741302"": [""Atypical"", [""T033""]], ""C0277797"": [""afebrile"", [""T033""]], ""C0375801"": [""Hx-thrombophlebitis"", [""T033""]], ""C1518681"": [""effect"", [""T033""]], ""C1306232"": [""severed"", [""T061""]], ""C0235299"": [""right upper quadrant pain"", [""T184""]], ""C0243026"": [""Septicemia"", [""T047""]], ""C0040404"": [""Zonography"", [""T060""]], ""C5238840"": [""Penicillin"", [""T033""]], ""C1514893"": [""Resolution"", [""T046""]], ""C0085293"": [""e hepatitis"", [""T047""]], ""C0233256"": [""Malpresentation"", [""T033""]], ""C0746923"": [""nodular density"", [""T033""]], ""C3844714"": [""No improvement"", [""T033""]], ""C0024809"": [""Marijuana"", [""T048""]], ""C1549114"": [""Unreported"", [""T033""]], ""C0423899"": [""bright"", [""T033""]], ""C2677820"": [""Short sternocleidomastoid"", [""T033""]], ""C0744974"": [""HIV periodontitis"", [""T047""]], ""C1264617"": [""Oral necrobacillosis"", [""T047""]], ""C4697740"": [""Not demonstrated"", [""T033""]], ""C0150312"": [""present"", [""T033""]], ""C0334047"": [""Moderate"", [""T033""]], ""C4283785"": [""Complete"", [""T033""]], ""C0029166"": [""manifestations oral"", [""T184""]], ""C4036285"": [""No knowledge"", [""T033""]]}"
